restaurant_id,restaurant_name,restaurant_website,address1,city,state,zip code
280,George & Martha's American Grille,https://www.georgeandmarthas.com/?y_source=1_MzQwMzA2OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,67-71 Morris St, Morristown,NJ,07960
281,Sushi Lounge,https://www.sushiloungenj.com/,12 Schuyler Pl, Morristown,NJ,07960
282,Chipotle Mexican Grill,https://locations.chipotle.com/nj/madison/6-main-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,6 Main St, Madison,NJ,07940
283,Gary's Wine & Marketplace,http://www.garyswine.com/,121 Main St, Madison,NJ,07940
284,Tiffs Grill & Ale House,http://www.tiffsmorrisplains.com/,231 Speedwell Ave, Morris Plains,NJ,07950
285,Shanghai Jazz Restaurant & Bar,http://www.shanghaijazz.com/,24 Main St, Madison,NJ,07940
286,Mintea Sushi Asian Bistro,https://www.minteacedarknolls.com/,99 Ridgedale Ave, Cedar Knolls,NJ,07927
287,Hibiscus island Grille,http://www.hibiscuscuisine.com/,21 Spring St, Morristown,NJ,07960
288,Wendy's,https://locations.wendys.com/united-states/nj/parsippany/1860-route-10?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,1860 NJ-10, Parsippany-Troy Hills,NJ,07054
289,Nicky’s Firehouse Italian Restaurant & Pizzeria,http://www.nickysfirehouse.com/,15 Central Ave, Madison,NJ,07940
290,Il Mondo Vecchio,http://www.ilmondovecchio.com/,72 Main St #1, Madison,NJ,07940
291,Millie’s Old World Meatballs & Pizza,http://milliesoldworld.com/,60 South St, Morristown,NJ,07960
292,Starbucks,https://www.starbucks.com/store-locator/store/11693/,184 Columbia Turnpike, Florham Park,NJ,07932
293,Aikou restaurant,http://www.aikoumorristown.com/,54 South St, Morristown,NJ,07960
294,Starbucks,https://www.starbucks.com/store-locator/store/63068/,40 W Park Pl, Morristown,NJ,07960
295,Starbucks,https://www.starbucks.com/store-locator/store/1005610/,640 Shunpike Rd, Chatham,NJ,07928
296,Panera Bread,https://locations.panerabread.com/nj/florham-park/187-columbia-turnpike.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search,187 Columbia Turnpike, Florham Park,NJ,07932
297,The Thirsty Turtle,http://www.thirstyturtle.com/,186 Columbia Turnpike, Florham Park,NJ,07932
298,McDonald's,https://www.mcdonalds.com/us/en-us/location/NJ/CEDAR-KNOLLS/35-MORRIS-COUNTY-MALL/25570.html?cid=RF:YXT:GMB::Clicks,35 Morris County Mall, Cedar Knolls,NJ,07927
299,Tito's Burritos & Wings Morristown,https://www.titosburritos.com/location/titos-morristown/,26 Washington St #1, Morristown,NJ,07960
300,Rocco's Tuscany Bar and Grill,http://www.roccosmadison.com/,30 Cook Ave, Madison,NJ,07940
301,Dunkin',https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=348952,641 Shunpike Rd, Chatham Township,NJ,07928
302,Lin's Palace,,40 Speedwell Ave, Morristown,NJ,07960
303,Romanelli's Pizza & Italian Eatery,https://www.romanellispizza.com/,42 Lincoln Pl, Madison,NJ,07940
304,Bonefish Grill,https://www.bonefishgrill.com/,28 US-46, Pine Brook,NJ,07058
305,Outback Steakhouse,https://www.outback.com/,1300 US-46 west, Parsippany-Troy Hills,NJ,07054
306,Applebee's Grill + Bar,https://restaurants.applebees.com/en-us/nj/parsippany/1057-route-46-east-93023?utm_source=googlemybusiness&utm_medium=referral&utm_campaign=Google%20My%20Business,1057 US-46, Parsippany,NJ,07054
307,LongHorn Steakhouse,https://www.longhornsteakhouse.com/locations/nj/parsippany/parsippany/5162?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_dt:20190131_sn:gmb_gt:parsippany-nj-5162_pl:locurl_rd:1122,690 US-46, Parsippany-Troy Hills,NJ,07054
308,Subway,https://order.subway.com/en-us/restaurant/35346/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=35346&utm_campaign=evergreen-2020&y_source=1_MTQ5MTYyOTQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,300 Wootton St, Boonton,NJ,07005
309,Eccola,http://www.eccolarestaurantnj.com/,1082 US-46, Parsippany,NJ,07054
310,Don Pepe II,http://donpepeii.com/home/,21 Bloomfield Ave, Pine Brook,NJ,07058
311,Locanda Vecchia,http://locandavecchia.com/,167 Main Rd, Montville,NJ,07045
312,Marakesh Restaurant,http://www.marakesh.com/,321 US-46, Parsippany,NJ,07054
313,Spice Grill,https://spicegrillparsippany.com/,111 US-46, Parsippany-Troy Hills,NJ,07054
314,Luigi's Italian Restaurant & Bar,http://www.luigisrestaurantnj.com/,434 Ridgedale Ave, East Hanover,NJ,07936
315,KHAN MARKET,,142 US-46, Parsippany-Troy Hills,NJ,07054
316,Don Pepe Steakhouse,http://www.donpepesteakhouse.com/,"58 West, US-46", Pine Brook,NJ,07058
317,Gourmet Cafe,http://www.gourmetcafenj.com/,136 Baldwin Rd, Parsippany-Troy Hills,NJ,07054
318,Keo Ku Restaurant,https://koreanbbqnewjersey.com/index.php,245 US-46, Parsippany-Troy Hills,NJ,07054
319,Kabab Paradise,http://kababparadise.com/,76 N Beverwyck Rd # 2, Lake Hiawatha,NJ,07034
320,Don Jose Mexican Restaurant East Hanover NJ,http://www.donjosemexican.com/,200 NJ-10 #7, East Hanover,NJ,07936
321,IHOP,https://restaurants.ihop.com/en-us/nj/parsippany/breakfast-792-route-46-4685?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,792 US-46, Parsippany-Troy Hills,NJ,07054
322,Dunkin',https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=302337,820 US-46, Parsippany-Troy Hills,NJ,07054
323,Taco Bell,https://locations.tacobell.com/nj/parsippany/1560-route-46.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=028939&utm_content=website&y_source=1_NjE0NjA3MS03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,1560 US-46, Parsippany-Troy Hills,NJ,07054
324,Sakura Hibachi Steak House,http://www.sakuranj.com/,949 US-46, Parsippany-Troy Hills,NJ,07054
325,The Godfather Brick Oven Pizzeria,http://www.godfatherofeasthanover.com/,200 NJ-10 #3, East Hanover,NJ,07936
326,Pasquale's,http://pasqualesboonton.com/,307 Main St #1, Boonton,NJ,07005
327,Red Barn Restaurant,http://www.redbarnchicks.com/,446 Main Rd #5, Towaco,NJ,07082
328,Chipotle Mexican Grill,https://locations.chipotle.com/nj/east-hanover/368-state-route-10?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,368 NJ-10, East Hanover,NJ,07936
329,Starbucks,https://www.starbucks.com/,309 Main St, Madison,NJ,07940
330,China Chalet,http://chinachaletnj.com/,184 Columbia Turnpike, Florham Park,NJ,07932
331,Begum Palace Indian Cuisine (Takeouts & Delivery Only Through Our Website),http://www.begumindiancuisine.com/,300 Main St, Madison,NJ,07940
332,Lung Yung Restaurant,http://lungyungrestaurant.com/,275-50 NJ-10, Succasunna,NJ,07876
333,Cinders Wood Fire Grill,http://www.cinderswoodfiregrill.com/,319 US-46, Mine Hill Township,NJ,07803
334,Cracker Barrel Old Country Store,https://locations.crackerbarrel.com/nj/mount-arlington/406/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,172 Howard Blvd, Mt Arlington,NJ,07856
335,Black River Barn,http://www.blackriverbarn.com/,"1178 Route 10, West St", Randolph,NJ,07869
336,La Strada Ristorante,https://www.lastradarestaurantrandolph.com/,1105 NJ-10, Randolph,NJ,07869
337,Subway,https://order.subway.com/en-us/restaurant/24483/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24483&utm_campaign=evergreen-2020&y_source=1_MTQ5MDkzODItNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,61 International Dr Space A-5, Budd Lake,NJ,07828
338,Circle Bowl & Entertainment,http://circlebowlnj.com/,1107 Route 46 W, Ledgewood,NJ,07852
339,Red Lobster,https://www.redlobster.com/locations/list/nj/ledgewood/303-route-10-roxbury-township,303 NJ-10, Roxbury Township,NJ,07852
340,Muldoon's,http://www.muldoonsirishpub.com/,1447 US-46, Ledgewood,NJ,07852
341,The Clay Oven,http://www.theclayoven.com/,1140 US-46, Ledgewood,NJ,07852
342,Taco Bell,https://locations.tacobell.com/nj/succasunna/268-route-10.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=028938&utm_content=website&y_source=1_NjE0NDY5My03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,268 NJ-10, Succasunna,NJ,07876
343,White Castle,http://www.whitecastle.com/,1113 US-46, Ledgewood,NJ,07852
344,Wendy's,https://locations.wendys.com/united-states/nj/flanders/50-international-drive-south?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US,50 International Dr S Suite G, Flanders,NJ,07836
345,Don Jose Mexican Restaurant,http://www.donjosemexican.com/,124 US-46, Netcong,NJ,07857
346,Carmine's Pizza,http://www.carminespizzanetcong.com/,75 Main St, Netcong,NJ,07857
347,Domino's Pizza,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,141 US-46, Budd Lake,NJ,07828
348,Sals Pizza & Restaurant,,175 Lakeside Blvd #7, Landing,NJ,07850
349,IHOP,https://restaurants.ihop.com/en-us/nj/kenvil/breakfast-810-us-hwy-46-4779?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,810 US-46, Kenvil,NJ,07847
350,KFC,https://locations.kfc.com/nj/ledgewood/1110-route-46,1110 US-46, Ledgewood,NJ,07852
351,Domino's Pizza,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,1009 US-46, Ledgewood,NJ,07852
352,L and L Deli & Liquor Store,http://www.landldelinj.com/,264 US-46, Mine Hill Township,NJ,07803
353,Outback Steakhouse,https://www.outback.com/,1070 US-46, Ledgewood,NJ,07852
354,Iron Hills Tavern,,1447 US-46, Ledgewood,NJ,07852
355,bp,https://map.bp.com/en-US/US/gas-station/ledgewood/bp/72247248915510785200100000000000,"1551 Ledgewood Road, US-46", Ledgewood,NJ,07852
356,La Gratella Pizza & Restaurant,http://www.lagratellapizzarestaurant.com/,450 NJ-10, Ledgewood,NJ,07852
357,Empower Nutrition Supplements & Juice Bar,https://www.empowernutritionstores.com/,760 US-46, Kenvil,NJ,07847
358,The Bistro – Eat. Drink. Connect.®,http://www.marriott.com/hotels/hotel-information/restaurant/ewrma-courtyard-rockaway-mt-arlington/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,15 Howard Blvd, Mt Arlington,NJ,07856
359,Fuddruckers,https://www.fuddruckers.com/roxbury,275 NJ-10, Succasunna,NJ,07876
360,Jersey Mike's Subs,https://www.jerseymikes.com/1069,275 NJ-10 E, Succasunna,NJ,07876
361,Yummy Taste Chinese Restaurant,https://yummytaste89.wixsite.com/yummytastechinese,692 US-46, Kenvil,NJ,07847
362,Joe's Pizzeria & Restaurant,http://www.joespizzeriakenvil.com/,586 US-46, Kenvil,NJ,07847
363,Casella's Pizzeria & Deli,http://www.casellaspizza.com/,139 State Route 10 East, Succasunna,NJ,07876
364,One Touch Design,https://otdav.com/,210 Kings Hwy #7, Landing,NJ,07850
365,Dunkin',https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=353769,57 NJ-10 E, Succasunna,NJ,07876
366,Anthony & Sons Bakery & Italian Deli,http://anthonyandsonsbakerynj.com/,15 NJ-10, Succasunna,NJ,07876
367,Pizza Express Mt. Arlington,https://pizzaexpressmtarlington.com/,312 Howard Blvd, Mt Arlington,NJ,07856
368,Shell,https://find.shell.com/us/fuel/12395193-274-rt-46-e,274 US-46, Mine Hill Township,NJ,07803
369,Polo's Bar & Grill,http://polosbarandgrill.com/,50 NJ-183, Netcong,NJ,07857
370,Tabor Road Tavern,http://www.taborroadtavern.com/,510 Tabor Rd, Morris Plains,NJ,07950
371,Fresco Mexican,http://www.frescomexican.com/,137 Main St, Chester,NJ,07930
372,Jefferson House,http://www.jefferson-house.com/,139 Nolans Point Rd, Lake Hopatcong,NJ,07849
373,Olive Garden Italian Restaurant,https://www.olivegarden.com/locations/nj/rockaway/rockaway-mall/1638?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_dt:20190131_sn:gmb_gt:rockaway-nj-1638_pl:locurl_rd:1505,323 Mt Hope Ave, Rockaway,NJ,07866
374,Mehndi,http://www.mehndimorristown.com/,3 Speedwell Ave, Morristown,NJ,07960
375,Bryans Luncheonette,http://bryansluncheonette.com/,42 Main St, Succasunna,NJ,07876
376,Gourmet Cafe Restaurant,,"136 Baldwin Rd On the Corner of Rt 46 W, Walgreens/Baldwin Plaza", Parsippany,NJ,07054
377,Sergio and Co Italian Specialties,,28 Broadway, Denville,NJ,07834
378,The Quiet Man,,64 E McFarlan St, Dover,NJ,07801
379,La Strada Ristorante,,1105 State Route 10, Randolph,NJ,07869
380,,,756 Route 46 West, Parsippany,NJ,07054
381,Eccola,,1082 US Highway 46, Parsippany,NJ,07054
382,Rod's Steak And Seafood Grille,,1 Convent Rd The Madison Hotel, Morristown,NJ,07960
383,Ruth's Chris Steak House,,1 Hilton Court, Parsippany,NJ,07054
384,Slamwich Scratch Kitchen,,143 Main Street, Madison,NJ,07940
385,Caffe Navona,,147 US Highway 46, Rockaway,NJ,07866
386,Pompton Queen Diner,,710 State Rt 23, Pompton Plains,NJ,07444
387,TABOR ROAD Tavern,,510 Tabor Rd Nj 07950, Morris Plains,NJ,07950
388,Shanghai Jazz,,24 Main St, Madison,NJ,07940
389,Casa Bella Restaurant,,300 US Highway 46, Denville,NJ,07834
390,Hibiscus Island Grill,,270 South St in the Morristown Inn, Morristown,NJ,07960
391,The Station at Mountain Lakes,,99 Midvale Rd, Mountain Lakes,NJ,07046
392,Thai Kitchen,,320 State Route 206 S, Chester,NJ,07930
393,Nonna's Italian Restaurant,,176 Columbia Turnpike, Florham Park,NJ,07932
394,South+Pine American Eatery,,90 South St, Morristown,NJ,07960
395,Thatcher McGhee's,,53 Broadway, Denville,NJ,07834
396,,,78 Speedwell Ave, Morristown,NJ,07960
397,Denville Seafood & Codmother's Cafe,,61 Broadway, Denville,NJ,07834
398,Thai Nam Phet,,296 US Highway 46, Rockaway,NJ,07866
399,Rosie's Trattoria,,1181 Sussex Tpke, Randolph,NJ,07869
400,Begum Palace,,300 Main St, Madison,NJ,07940
401,Pasta Shop,,13 1st Ave, Denville,NJ,07834
402,Sazon Latino,,209 Main St, Boonton,NJ,07005
403,Redwoods Grill and Bar,,459 Main St, Chester,NJ,07930
404,Riviera Maya,,116 US Highway 46, Rockaway,NJ,07866
405,House of Thai,,1483 Rt 23 South, Kinnelon,NJ,07405
406,GK's Red Dog Tavern,,1 Convent Rd, Morristown,NJ,07960
407,Kenko Sushi,,261 Comly Road. Suite #3, Lincoln Park,NJ,07035
408,Osteria Trevi,,4 Park Ave, Madison,NJ,07940
409,Cafe Fiori,,477 State Route 10, Randolph,NJ,07869
410,Annabella's Pizza and Restaurant,,329 Smith Rd, Parsippany,NJ,07054
411,Budd Lake Diner,,120 US Highway 46 Ste 6, Budd Lake,NJ,07828
412,Don Jose Mexican Restaurant,,200 State Route 10, East Hanover,NJ,07936
413,The Corner Bistro,,477 New Jersey 10 College Plaza, Randolph,NJ,07869
414,The Thirsty Turtle,,186 Columbia Tpke, Florham Park,NJ,07932
415,Shan Shan Noodles,,333 US Highway 46, Parsippany,NJ,07054
416,Carmine's Pizzeria & Restaurant,,77 Main St, Netcong,NJ,07857
417,Anthony's Pizzeria,,51 W Main St, Rockaway,NJ,07866
418,Rails Steakhouse,,"10 White Hall Rd, Towaco", Montville,NJ,07082
419,Asahi,,65 Morris St, Morristown,NJ,07960
420,Fasil Mediterranean Restaurant,,308 Wootton St Unit 1, Boonton,NJ,07005
421,Zinburger Wine & Burger Bar,,1900 New Jersey 10, Morris Plains,NJ,07950
422,Bistro 46,,136 Main St, Netcong,NJ,07857
423,Sandwiches Unlimited Lunch Box,,1034 US Highway 46, Ledgewood,NJ,07852
424,Chesapeake Tavern,,1 W Mill Rd, Long Valley,NJ,07853
425,Guerriero's Ristorante,,162 South St, Morristown,NJ,07960
426,LongHorn Steakhouse,,690 Route 46, Parsippany,NJ,07054
427,Marakesh Inc,,321 US Highway 46, Parsippany,NJ,07054
428,Luigi's,,Berkeley Plaza 434 Ridgedale Avenue, East Hanover,NJ,07936
429,Gregorio's,,255 Main St Ste A, Chatham,NJ,07928
430,Millie's Old World Meatballs and Pizza,,60 South St, Morristown,NJ,07960
431,Taphouse 15,,75 State Route 15 S, Jefferson,NJ,07885
432,The Little Food Inn,,585 Newark Pompton Tpke, Pompton Plains,NJ,07444
433,Ancona Bistro,,645 Valley Rd, Gillette,NJ,07933
434,Indian Aroma,,222 US Highway 46, Rockaway,NJ,07866
435,Blossom Asian Bistro,,181 Howard Blvd Ste G, Mount Arlington,NJ,07856
436,Hibernia Diner,,9 Green Pond Rd Exit 37 Route 80 East & West, Denville,NJ,07866
437,Red Barn Restaurant,,"446 Main Rd Suite 5, Towaco", Montville,NJ,07082
438,Don Jose Mexican Restaurant,,124 US-46 East, Netcong,NJ,07857
439,Il Goccino,,33 Main St, Madison,NJ,07940
440,East Hanover Diner,,275 Route 10 East, East Hanover,NJ,07936
441,Michelangelo Italian Restaurant,,91 Elcock Ave, Boonton,NJ,07005
442,Florham Park Diner,,182 Ridgedale Ave, Florham Park,NJ,07932
443,Forte,,486 State Route 10, Randolph,NJ,07869
444,Charlotte's Web,,39 W Clinton St, Dover,NJ,07801
445,Time For A Bagel,,680 Speedwell Ave, Morris Plains,NJ,07950
446,Cambiotti's Tomatoe Pie Cafe,,102 Shippenport Rd, Landing,NJ,07850
447,Grato,,2230 State Route 10, Morris Plains,NJ,07950
448,Noches de Colombia,,140 Rt. 10 West, Randolph,NJ,07869
449,River Grille,,34 River Rd, Chatham,NJ,07928
450,Roxbury Diner,,101 State Route 10 E, Succasunna,NJ,07876
451,Takuma Japanese Restaurant,,42 Lincoln Pl, Madison,NJ,07940
452,Hapgoods,,"44 Midvale Rd Morristown,nj", Mountain Lakes,NJ,07046
453,Theodora's Family Restaurant & Pizzeria,,366 S Main St, Wharton,NJ,07885
454,Luzzi's Hibernia Inn,,439 Green Pond Rd, Rockaway,NJ,07866
455,Chili Willies,,702 Main St, Boonton,NJ,07005
456,Long Valley Pub and Brewery,,1 Fairmount Rd, Long Valley,NJ,07853
457,Mintea Asian Bistro,,99 Ridgedale Ave, Cedar Knolls,NJ,07927
458,Boniello's,,72 Hamburg Tpke, Riverdale,NJ,07457
459,Jockey Hollow Bar and Kitchen,,110 South St, Morristown,NJ,07960
460,ALEV Mediterranean Grill,,76 Route 46, Rockaway,NJ,07866
461,Istanbul Cuisine,,286 US Highway 206, Flanders,NJ,07836
462,George & Martha's American Grille,,67 Morris St # 71, Morristown,NJ,07960
463,Ming II,,3 Speedwell Ave, Morristown,NJ,07960
464,Saigon Subs & Cafe,,98 Elm St, Morristown,NJ,07960
465,The Butler Family Restaurant & Diner,,134 Main St, Butler,NJ,07405
466,Red Lantern,,9 W Mill Rd, Long Valley,NJ,07853
467,Harrigan's Family Restaurant,,144 Main Rd, Montville,NJ,07045
468,Houlihan’s,,1735 US Highway 46, Parsippany,NJ,07054
469,Adam's Family Restaurant,,41 US Highway 46 Ste 46, Budd Lake,NJ,07828
470,Don Pepe II,,"21 Bloomfield Ave, Pine Brook", Montville,NJ,07058
471,Puleo's Brick Oven,,162 Columbia Tpke, Florham Park,NJ,07932
472,Outback Steakhouse,,1300 US Highway 46, Parsippany,NJ,07054
473,Grillera,,91 Park Ave 1st Fl, Madison,NJ,07940
474,Wood Stack,,"29 US Highway 46, Pine Brook", Montville,NJ,07058
475,Biladi Grill,,77 Main St, Madison,NJ,07940
476,The Great Wazu,,3036 US Highway 46 The Morris Hills Center, Parsippany,NJ,07054
477,Sandwiches Unlimited,,350 US Highway 46, Rockaway,NJ,07866
478,Coney Island Pizza,,40 Hamburg Tpke, Riverdale,NJ,07457
479,Casa Maya,,615 Meyersville Rd, Gillette,NJ,07933
480,Sogo Hibachi House,,248 US Highway 46, Denville,NJ,07834
481,Summit Thai Cuisine,,320 State Route 10, East Hanover,NJ,07936
482,Penang Malaysian & Thai Cuisine,,200 Route 10 West, East Hanover,NJ,07936
483,Bryan's Luncheonette,,42 Main St, Succasunna,NJ,07876
484,Nahm Thai & French Cuisine,,41 Main St, Madison,NJ,07940
485,Black River Barn,,1178 Route 10 West, Randolph,NJ,07869
486,Red Hut Diner,,152 US Highway 46, Rockaway,NJ,07866
487,Pure Pita,,27 South St, Morristown,NJ,07960
488,Sally Lunn's Restaurant,,15 Perry St, Chester,NJ,07930
489,Denville Diner,,17 Broadway, Denville,NJ,07834
490,Anthony & Sons,,15 State Route 10 E, Succasunna,NJ,07876
491,Columbia Inn Restaurant,,29 Main Rd, Montville,NJ,07045
492,Rose's Place,,4 Allen St, Netcong,NJ,07857
493,Spice Route melange,,353 Smith Rd Mazdabrook Plaza, Parsippany,NJ,07054
494,Bonefish Grill,,"28 US Highway 46, Pine Brook", Montville,NJ,07058
495,Barka,,60 US Highway 46, Mountain Lakes,NJ,07046
496,Cracker Barrel,,172 Howard Blvd, Mount Arlington,NJ,07856
497,Cinnamon Indian Restaurant,,2920 State Route 10, Morris Plains,NJ,07950
498,Delizia Pizza Kitchen,,308 Wootton St, Boonton,NJ,07005
499,Carver's,,38 1st Ave, Denville,NJ,07834
500,Cinders Wood Fire Grill,,319 US Highway 46, Mine Hill,NJ,07803
501,Kabab Paradise,,76 N Beverwyck Rd #2, Lake Hiawatha,NJ,07034
502,blu alehouse,,92 State Rt 23, Riverdale,NJ,07457
503,Top Of The Park,,1007 Main St., Boonton,NJ,07005
504,Branda's Italian Grill,,1 Mount Olive Rd Ste 103, Budd Lake,NJ,07828
505,Churrasco,,137 N Beverwyck Rd, Lake Hiawatha,NJ,07034
506,Spice Grill,,111 US route 46 east, Parsippany,NJ,07054
507,Mr Crabby's Seafood,,399 State Route 10, Randolph,NJ,07869
508,54 Main,,54 Main St, Madison,NJ,07940
509,Irpinia,,162 State Route 10 W, Succasunna,NJ,07876
510,Tavern 5,,710 Newark Pompton Tpke, Pompton Plains,NJ,07444
511,Townsquare Diner,,320 Route 15 South, Wharton,NJ,07885
512,Fresco,,137 Main St, Chester,NJ,07930
513,Miga Sushi,,559 Route 53, Denville,NJ,07834
514,sabor latino,,19 Bassett Hwy, Dover,NJ,07801
515,Sangiorgio's,,86 Boonton Ave, Kinnelon,NJ,07405
516,Mehndi,,88 Headquarters Plz, Morristown,NJ,07960
517,Bosphorus,,32 N Beverwyck Rd, Lake Hiawatha,NJ,07034
518,Fig and Lily Garden,,2 Cattano Ave, Morristown,NJ,07960
519,M&S II Pizza,,456 US Highway 46, Rockaway,NJ,07866
520,Paul's Diner,,320 US Highway 46, Mountain Lakes,NJ,07046
521,Davy's Hot Dogs,,14 Howard Blvd, Mount Arlington,NJ,07856
522,Tuscan Table,,28 Diamond Spring Rd, Denville,NJ,07834
523,Tiffin,,249 Route 10 East, East Hanover,NJ,07936
524,Olive Garden,,323 Mount Hope Ave, Rockaway,NJ,07866
525,Charley's Aunt,,810 Railroad Plaza, Chatham,NJ,07928
526,Boonton Station 1904,,202 Myrtle Ave, Boonton,NJ,07005
527,Mitsuba Japanese Cuisine,,237 Main St, Chatham,NJ,07928
528,Jai Alai Restaurant,,73 W Blackwell St, Dover,NJ,07801
529,Galaxy Diner,,1277 State Rt 23, Butler,NJ,07405
530,Maddy's Mexican Restaurant,,52 N Beverwyck Rd Suite B, Lake Hiawatha,NJ,07034
531,Polo's Bar & Grill,,50 State Route 183, Netcong,NJ,07857
532,Natales Pizza & Restaurant,,600 Valley Rd, Gillette,NJ,07933
533,Roadhouse Deli,,710 Myrtle Ave, Boonton,NJ,07005
534,Inspiration Roll,,46 S Park Pl, Morristown,NJ,07960
535,Central + Main American Eatery,,3 Central Ave, Madison,NJ,07940
536,IHOP,,792 US Highway 46, Parsippany,NJ,07054
537,Palm Thai,,75 Main St, Madison,NJ,07940
538,Benvenuti's,,460 Ridgedale Ave, East Hanover,NJ,07936
539,Casa de Pasta,,1438 Sussex Tpke, Randolph,NJ,07869
540,China Chalet,,184 Columbia Tpke Ste 13, Florham Park,NJ,07932
541,Pomodoro Ristorante & Pizzeria,,125 Morris St, Morristown,NJ,07960
542,Clay Oven,,1140 US Highway 46 Corner of Route 10 West & 46 East, Ledgewood,NJ,07852
543,Chimney Rock Inn Gillette,,342 Valley Rd, Gillette,NJ,07933
544,Roma Pizzeria,,709 Main St, Boonton,NJ,07005
545,Yama Sushi,,5 E Main St Ste 5, Denville,NJ,07834
546,V Yan Hot Pot & BBQ,,792 US Highway 46, Parsippany,NJ,07054
547,Cottage II Hunan & Szechuan,,127 South St, Morristown,NJ,07960
548,Randolph Diner,,517 New Jersey 10, Randolph,NJ,07869
549,Nautilus Diner,,97 Main St, Madison,NJ,07940
550,Frank's Pizza,,181 Howard Blvd, Mount Arlington,NJ,07856
551,Uzbekistana,,624 Main St, Boonton,NJ,07005
552,900 Degrees Wood Fired Pizza Eatery,,"626 Main Rd, Towaco", Montville,NJ,07082
553,Enzo's Ristorante & Pizzeria,,"382 US Highway 46 ,", Budd Lake,NJ,07828
554,Casa D'pizza,,276 E Main St, Denville,NJ,07834
555,Dublin Pub,,4 Pine St, Morristown,NJ,07960
556,Ron's Landmark,,85 Main St Rt 46, Netcong,NJ,07857
557,AJ's Pizza,,12 Main St Ste A, Butler,NJ,07405
558,Chico's Mexican Grill,,559 E Main St, Denville,NJ,07834
559,Saigon Pho,,744 US Highway 46, Parsippany,NJ,07054
560,Parsippany's Best Pizza,,756 Route 46 West, Parsippany,NJ,07054
561,Fusha Sushi Bar,,156 Parsippany Rd, Parsippany,NJ,07054
562,Leyendas de Mexico,,71 New Rd, Parsippany,NJ,07054
563,Prospect Tavern Beef & Ale,,14 Prospect St, Madison,NJ,07940
564,Dante's,,98 E Main St, Mendham,NJ,07945
565,Second Half on Main,,5 East Main St Suite 15 Suite 15, Denville,NJ,07834
566,Luigis Pizza,,275 State Route 10 E Ste 370, Succasunna,NJ,07876
567,Marie's,,641 Shunpike Rd, Chatham,NJ,07928
568,Piattino: A Neighborhood Bistro,,88 East Main St, Mendham,NJ,07945
569,Don Pepe Steak House,,"58 US Highway 46, Pine Brook", Montville,NJ,07058
570,Rocky's Pasties,,47 Robert St, Wharton,NJ,07885
571,M and S Pizza,,333 US Highway 46, Dover,NJ,07801
572,Collin's Pub,,688 Speedwell Ave, Morris Plains,NJ,07950
573,Smoke Rise Village Inn,,9 Perimeter Rd, Kinnelon,NJ,07405
574,Wasabi,,240 US Highway 206 Unit 8, Flanders,NJ,07836
575,Yuki Hana Japanese Restaurant,,300 Main St Madison Plaza, Madison,NJ,07940
576,Bensi,,3056 Route 10 W Ste A, Denville,NJ,07834
577,Sorriso Kitchen,,252 Main St, Chatham,NJ,07928
578,Pollos Pucalor,,239 Martin Luther King Ave, Morristown,NJ,07960
579,That's Amore Trattoria,,366 E Main St, Denville,NJ,07834
580,V&J's Pizza,,500 State Rt 23 Ste 2, Pompton Plains,NJ,07444
581,Bella Pizza Deli Gourmet,,30 Main St, Chester,NJ,07930
582,The Park Savoy Estate,,236 Ridgedale Ave, Florham Park,NJ,07932
