,restaurant_name,place_id,price_level,restaurant_rating,google_maps_url,address,restaurant_website
115,Jersey Mike's Subs,ChIJbbXmBVObw4kRgaiMG8anKyc,1.0,4.2,https://maps.google.com/?cid=2822534060785313921,"390 Us Highway 206, Chester, NJ 07930, USA",https://www.jerseymikes.com/1106
116,White Birch,ChIJAQAAAEScw4kRtfqGWjnNcTc,,4.6,https://maps.google.com/?cid=3995199990669966005,"380 US Highway 206, Flanders, NJ 07836, USA",http://whitebirchrestaurant.com/
117,Golden Burrito Mexican Spot,ChIJs0qbVmucw4kR58U5nhsQAeQ,,4.1,https://maps.google.com/?cid=16429430626429027815,"286 Route 206 South, Flanders, NJ 07836, USA",https://www.orderburrito.com/
118,Bento Sushi,ChIJK-gAgp-dw4kRAzCIPVSG-L0,,2.5,https://maps.google.com/?cid=13688838763760332803,"90 Bartley Flanders Rd, Flanders, NJ 07836, USA",https://www.bentosushi.com/us/
119,The Market Tavern,ChIJH4WEPD-cw4kRyKFXIyHsQUc,2.0,4.2,https://maps.google.com/?cid=5134644677250097608,"240 US-206 #1, Flanders, NJ 07836, USA",https://www.markettavernflanders.com/
120,"The Madison Hotel Morristown, NJ",ChIJHftI9talw4kRmWCxey2gEQk,,4.4,https://maps.google.com/?cid=653479538154627225,"1 Convent Rd, Morristown, NJ 07960, USA",http://www.themadisonhotel.com/
121,Grasshopper off the Green,ChIJhU8Gqb2mw4kRlkMW6Mc5fo8,2.0,4.3,https://maps.google.com/?cid=10339765325244285846,"41-43 Morris St, Morristown, NJ 07960, USA",https://grasshoppermorristown.com/
122,Rod's Steak & Seafood Grille,ChIJHftI9talw4kRrc8OXSci0MY,3.0,4.4,https://maps.google.com/?cid=14325987967125868461,"1 Convent Rd, Morristown, NJ 07960, USA",http://www.rodssteak.com/
123,Ruth's Chris Steak House,ChIJ-f7dKHWnw4kRBLwq32AdLu8,4.0,4.4,https://maps.google.com/?cid=17234745125891652612,"1 Hilton Ct, Parsippany-Troy Hills, NJ 07054, USA",https://www.ruthschris.com/restaurant-locations/parsippany/?utm_source=google&utm_medium=organic&utm_campaign=local-business-listing
124,The Famished Frog,ChIJlz_gbrumw4kRFcYTYBxz_8s,2.0,4.2,https://maps.google.com/?cid=14699594274468775445,"18 Washington St, Morristown, NJ 07960, USA",http://www.famishedfrog.com/
125,Tabor Road Tavern,ChIJg8StYWinw4kRMFNslu1L9xg,3.0,4.4,https://maps.google.com/?cid=1798990059960816432,"510 Tabor Rd, Morris Plains, NJ 07950, USA",http://www.taborroadtavern.com/
126,Mehndi,ChIJu_SHnLymw4kRq6CKadh6KzE,3.0,4.1,https://maps.google.com/?cid=3543060601759244459,"3 Speedwell Ave, Morristown, NJ 07960, USA",http://www.mehndimorristown.com/
127,Allie's American Grille,ChIJ65KvIaGnw4kRt7JDBW9mOEY,,4.5,https://maps.google.com/?cid=5059906808366478007,"1401 NJ-10, Whippany, NJ 07981, USA",
128,Arthur's Tavern,ChIJLYzYcCGnw4kRBVJEECwKSTY,2.0,4.5,https://maps.google.com/?cid=3911668935715738117,"700 Speedwell Ave, Morris Plains, NJ 07950, USA",http://www.arthurstavern.com/
129,Ming II Restaurant,ChIJe5ajBLymw4kRnylC-ePCnek,2.0,4.2,https://maps.google.com/?cid=16833825266576009631,"3 Speedwell Ave, Morristown, NJ 07960, USA",http://www.ming2morristown.com/
130,SM23,ChIJe5ajBLymw4kRefpKO4iLTWw,,4.5,https://maps.google.com/?cid=7804047146529520249,"3 Speedwell Ave, Morristown, NJ 07960, USA",http://www.sm23morristown.com/
131,Blue Morel Restaurant and Wine Bar,ChIJSdYqc4ymw4kRAQ_BSxCY5hs,3.0,4.3,https://maps.google.com/?cid=2010461479425347329,"2 Whippany Rd, Morristown, NJ 07960, USA",http://bluemorel.com/
132,George & Martha's American Grille,ChIJubJboL2mw4kRcMNZZ2OuftQ,2.0,4.1,https://maps.google.com/?cid=15311867525065196400,"67-71 Morris St, Morristown, NJ 07960, USA",https://www.georgeandmarthas.com/?y_source=1_MzQwMzA2OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
133,Sushi Lounge,ChIJgy1Bbrumw4kRJxxxr4fYlJ8,2.0,4.2,https://maps.google.com/?cid=11499053825859329063,"12 Schuyler Pl, Morristown, NJ 07960, USA",https://www.sushiloungenj.com/
134,Il Capriccio,ChIJ5xzMLdCnw4kRFk-MyDV4stw,3.0,4.8,https://maps.google.com/?cid=15902905406591880982,"633 NJ-10, Whippany, NJ 07981, USA",http://www.ilcapriccio.com/
135,Chipotle Mexican Grill,ChIJ7RPacvKlw4kRuZUwvoxCtx8,1.0,4.1,https://maps.google.com/?cid=2285368508167525817,"6 Main St, Madison, NJ 07940, USA",https://locations.chipotle.com/nj/madison/6-main-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings
136,Nikko,ChIJT4Tq4senw4kRNckMkAOjrWg,2.0,4.5,https://maps.google.com/?cid=7542864186612435253,"881 Route 10 East, Whippany, NJ 07981, USA",http://www.nikkonj.com/
137,Pazzo Pazzo,ChIJlaNpVbmmw4kRv5qm1zFI5QM,,2.9,https://maps.google.com/?cid=280709930689141439,"74 Speedwell Ave, Morristown, NJ 07960, USA",
138,Cinnamon,ChIJ8UdTNlGnw4kRfDz6N0jepj0,2.0,4.2,https://maps.google.com/?cid=4442482484205730940,"2920 NJ-10, Morris Plains, NJ 07950, USA",http://www.cinnamonindianrestaurant.com/
139,Roots Steakhouse,ChIJvcErY7umw4kRehfbJzWbkHk,4.0,4.4,https://maps.google.com/?cid=8759671927839856506,"40 W Park Pl, Morristown, NJ 07960, USA",http://www.rootssteakhouse.com/
140,Chef Fredy's Table,ChIJIRE5rb6mw4kRaRLzo9u3qPQ,2.0,4.5,https://maps.google.com/?cid=17629542895318143593,"78 Speedwell Ave, Morristown, NJ 07960, USA",http://www.cheffredystable.com/
141,Origin Thai 2,ChIJVW-Clbymw4kRDT44ByxGa7I,2.0,4.2,https://maps.google.com/?cid=12856446716172844557,"10 South St, Morristown, NJ 07960, USA",http://www.originthai2.com/
142,Gary's Wine & Marketplace,ChIJP0EOavOlw4kRB2fsQCuepQE,2.0,4.8,https://maps.google.com/?cid=118674873805203207,"121 Main St, Madison, NJ 07940, USA",http://www.garyswine.com/
143,Tiffs Grill & Ale House,ChIJ7wsYuN6mw4kR-KGd8iP3qwk,2.0,4.2,https://maps.google.com/?cid=696922301125206520,"231 Speedwell Ave, Morris Plains, NJ 07950, USA",http://www.tiffsmorrisplains.com/
144,Shanghai Jazz Restaurant & Bar,ChIJt7UGb_Klw4kR6Z1O5YV7ZG8,2.0,4.6,https://maps.google.com/?cid=8026676250889068009,"24 Main St, Madison, NJ 07940, USA",http://www.shanghaijazz.com/
145,Mintea Sushi Asian Bistro,ChIJKzSwO6unw4kRFnzioOkQpMY,2.0,4.6,https://maps.google.com/?cid=14313584111302900758,"99 Ridgedale Ave, Cedar Knolls, NJ 07927, USA",https://www.minteacedarknolls.com/
146,Urban Table,ChIJTyRvn7ymw4kRWFTDCYzTRmY,2.0,4.1,https://maps.google.com/?cid=7369810438651073624,"40 W Park Pl, Morristown, NJ 07960, USA",http://www.urbantablerestaurant.com/
147,L'Allegria,ChIJ4UWRPPOlw4kREva2ddbIL2Y,3.0,4.5,https://maps.google.com/?cid=7363324739197531666,"11 Prospect St, Madison, NJ 07940, USA",http://lallegria.com/
148,End of Elm,ChIJo1-fVZamw4kRjmEKlZstyrQ,2.0,4.4,https://maps.google.com/?cid=13027275018366247310,"140 Morris St, Morristown, NJ 07960, USA",http://endofelm.com/
149,The Grand Cafe,ChIJn6Gqdbumw4kRI3Sj3jj_gi0,,4.4,https://maps.google.com/?cid=3279464098397647907,"42 Washington St, Morristown, NJ 07960, USA",http://www.thegrandcafe.com/
150,Brookside Diner & Restaurant,ChIJS-rqvM-nw4kRS7RIJZlA3qs,1.0,4.3,https://maps.google.com/?cid=12384407051815138379,"699 NJ-10, Whippany, NJ 07981, USA",http://www.brooksidediner.com/
151,Hibiscus island Grille,ChIJ-4IAp56mw4kRAkYQGMmb9qs,2.0,4.2,https://maps.google.com/?cid=12391262712750949890,"21 Spring St, Morristown, NJ 07960, USA",http://www.hibiscuscuisine.com/
152,Classic Cafe Management,ChIJZRdjDXinw4kRPoaexNCO7zg,,3.3,https://maps.google.com/?cid=4102654812860876350,"6 Century Dr, Parsippany, NJ 07054, USA",http://classiccafe.org/html/home.html
153,Olive Lucy's Kitchen Table,ChIJuWSmALymw4kRXtKxwoZzH8I,3.0,4.2,https://maps.google.com/?cid=13988025990265295454,"52 Speedwell Ave, Morristown, NJ 07960, USA",http://www.olivelucys.com/
154,Marie's Italian Specialties,ChIJV98TTqKlw4kRd0LKyluNOkM,,4.3,https://maps.google.com/?cid=4844339774574183031,"641 Shunpike Rd, Chatham Township, NJ 07928, USA",http://www.mariesdeli.com/
155,Morris Pizzeria,ChIJfZbThr2mw4kRonDrUbW6eYw,1.0,4.1,https://maps.google.com/?cid=10122326925418131618,"161 South St, Morristown, NJ 07960, USA",https://morrispizzeria.com/
156,Wendy's,ChIJz-d8jHKnw4kRP2ea64bKV6o,1.0,4.0,https://maps.google.com/?cid=12274501990248769343,"1860 NJ-10, Parsippany-Troy Hills, NJ 07054, USA",https://locations.wendys.com/united-states/nj/parsippany/1860-route-10?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US
157,Nicky’s Firehouse Italian Restaurant & Pizzeria,ChIJUdEMVvKlw4kRJtbuAf9CMLA,2.0,4.3,https://maps.google.com/?cid=12695721012573951526,"15 Central Ave, Madison, NJ 07940, USA",http://www.nickysfirehouse.com/
158,Il Mondo Vecchio,ChIJbXFncvKlw4kR0tJ0Ut7Qtng,3.0,4.4,https://maps.google.com/?cid=8698369383597396690,"72 Main St #1, Madison, NJ 07940, USA",http://www.ilmondovecchio.com/
159,Millie’s Old World Meatballs & Pizza,ChIJ3d-JyLymw4kRPbPoogG7oso,2.0,4.3,https://maps.google.com/?cid=14601438557591089981,"60 South St, Morristown, NJ 07960, USA",http://milliesoldworld.com/
160,Starbucks,ChIJ8acnyLyow4kRb_wrTFHmEZM,2.0,4.3,https://maps.google.com/?cid=10597504635024178287,"184 Columbia Turnpike, Florham Park, NJ 07932, USA",https://www.starbucks.com/store-locator/store/11693/
161,Aikou restaurant,ChIJgemOJ72mw4kRLTalGi5h0SQ,2.0,4.3,https://maps.google.com/?cid=2653008506141357613,"54 South St, Morristown, NJ 07960, USA",http://www.aikoumorristown.com/
162,Starbucks,ChIJ38MrY7umw4kRPydTSuuidmM,2.0,4.2,https://maps.google.com/?cid=7167094988454700863,"40 W Park Pl, Morristown, NJ 07960, USA",https://www.starbucks.com/store-locator/store/63068/
163,Tashmoo Restaurant & Bar,ChIJAWizs7ymw4kRCAPipzgUNkk,2.0,4.3,https://maps.google.com/?cid=5275426247078445832,"8 Dehart St, Morristown, NJ 07960, USA",http://www.tashmoobar.com/
164,Trattoria Toscana,ChIJ_Y3KAtGnw4kRBDRdptFyIl4,2.0,4.5,https://maps.google.com/?cid=6783110233538245636,"554 NJ-10, Whippany, NJ 07981, USA",http://trattoriatoscanawhippany.com/
165,Starbucks,ChIJd3hFjaKlw4kRf94x4uT6De4,2.0,4.0,https://maps.google.com/?cid=17153642416678493823,"640 Shunpike Rd, Chatham, NJ 07928, USA",https://www.starbucks.com/store-locator/store/1005610/
166,Panera Bread,ChIJfWpUQ6Oow4kRVbGGHFPtvJY,2.0,4.0,https://maps.google.com/?cid=10861817342527451477,"187 Columbia Turnpike, Florham Park, NJ 07932, USA",https://locations.panerabread.com/nj/florham-park/187-columbia-turnpike.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
167,Dunkin',ChIJBSXPpr2mw4kRrFvYv8e7Th4,1.0,4.1,https://maps.google.com/?cid=2183889335912782764,"59-61 Morris St, Morristown, NJ 07960, USA",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=331425
168,The Thirsty Turtle,ChIJKYiqTKOow4kR0-cwSJSSaJo,2.0,4.4,https://maps.google.com/?cid=11126304044982790099,"186 Columbia Turnpike, Florham Park, NJ 07932, USA",http://www.thirstyturtle.com/
169,McDonald's,ChIJi4Q31vamw4kR5TZt40rFWB8,1.0,3.7,https://maps.google.com/?cid=2258772138560141029,"35 Morris County Mall, Cedar Knolls, NJ 07927, USA",https://www.mcdonalds.com/us/en-us/location/NJ/CEDAR-KNOLLS/35-MORRIS-COUNTY-MALL/25570.html?cid=RF:YXT:GMB::Clicks
170,Portofino's Restaurant,ChIJybfoN7emw4kRiZAsk4OUy_4,2.0,4.4,https://maps.google.com/?cid=18359931598736756873,"29 Mills St, Morristown, NJ 07960, USA",http://www.portofinosrestaurant.com/
171,Tito's Burritos & Wings Morristown,ChIJpY5NcLumw4kRD6oIAfSFSWc,1.0,4.2,https://maps.google.com/?cid=7442627142242314767,"26 Washington St #1, Morristown, NJ 07960, USA",https://www.titosburritos.com/location/titos-morristown/
172,Rocco's Tuscany Bar and Grill,ChIJY7AgO_Klw4kROqeKhjmkpyc,2.0,4.3,https://maps.google.com/?cid=2857433055567193914,"30 Cook Ave, Madison, NJ 07940, USA",http://www.roccosmadison.com/
173,Domino's Pizza,ChIJGx6e1bimw4kRdNTIdK8OUvg,1.0,3.8,https://maps.google.com/?cid=17893380416237786228,"147 Speedwell Ave, Morristown, NJ 07960, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
174,Dunkin',ChIJV98TTqKlw4kRw8iiGY1MVsE,1.0,4.2,https://maps.google.com/?cid=13931406666221406403,"641 Shunpike Rd, Chatham Township, NJ 07928, USA",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=348952
175,Grato,ChIJ7Zi6rUKnw4kRXEH5585vx4Q,2.0,4.3,https://maps.google.com/?cid=9567738867817726300,"2230 NJ-10, Morris Plains, NJ 07950, USA",http://www.gratorestaurant.com/
176,Lin's Palace,ChIJmSIIBrymw4kRGJDkEW6WU-M,2.0,4.2,https://maps.google.com/?cid=16380601669167386648,"40 Speedwell Ave, Morristown, NJ 07960, USA",
177,Verde Ristorante,ChIJmV1dON8Jw4kRM2Qaat3XdIo,2.0,4.5,https://maps.google.com/?cid=9976836420500350003,"1012 Tabor Rd, Morris Plains, NJ 07950, USA",http://verderistorante.com/
178,Molly Malone's,ChIJiz9JFtanw4kRIC5eMvyZSOc,2.0,4.2,https://maps.google.com/?cid=16665739729540361760,"352 NJ-10, Whippany, NJ 07981, USA",http://www.mollymaloneswhippany.com/
179,Romanelli's Pizza & Italian Eatery,ChIJq0XeJvOlw4kRm_GNJ1xrcb0,1.0,4.2,https://maps.google.com/?cid=13650809989081461147,"42 Lincoln Pl, Madison, NJ 07940, USA",https://www.romanellispizza.com/
180,Bonefish Grill,ChIJFxC6emkHw4kRpBJmGqzTVU4,2.0,4.3,https://maps.google.com/?cid=5644650444109517476,"28 US-46, Pine Brook, NJ 07058, USA",https://www.bonefishgrill.com/
181,Ruth's Chris Steak House,ChIJ-f7dKHWnw4kRBLwq32AdLu8,4.0,4.4,https://maps.google.com/?cid=17234745125891652612,"1 Hilton Ct, Parsippany-Troy Hills, NJ 07054, USA",https://www.ruthschris.com/restaurant-locations/parsippany/?utm_source=google&utm_medium=organic&utm_campaign=local-business-listing
182,Tabor Road Tavern,ChIJg8StYWinw4kRMFNslu1L9xg,3.0,4.4,https://maps.google.com/?cid=1798990059960816432,"510 Tabor Rd, Morris Plains, NJ 07950, USA",http://www.taborroadtavern.com/
183,Allie's American Grille,ChIJ65KvIaGnw4kRt7JDBW9mOEY,,4.5,https://maps.google.com/?cid=5059906808366478007,"1401 NJ-10, Whippany, NJ 07981, USA",
184,Chand Palace,ChIJS66HABoIw4kRnI6Y7bbv7eM,2.0,4.1,https://maps.google.com/?cid=16424046985039351452,"257 Littleton Rd, Parsippany, NJ 07054, USA",http://parsippany.chandpalace.com/
185,Subway,ChIJ6YlEVO8Jw4kR4n_aDP4NbIc,1.0,3.4,https://maps.google.com/?cid=9758189877393522658,"559 E Main St Store # 2, Denville, NJ 07834, USA",https://order.subway.com/en-us/restaurant/21972/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=21972&utm_campaign=evergreen-2020&y_source=1_MTQ5MTIyMjQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
186,Outback Steakhouse,ChIJIRHSouQHw4kRyO_XtcGuqLA,2.0,4.3,https://maps.google.com/?cid=12729616493765455816,"1300 US-46 west, Parsippany-Troy Hills, NJ 07054, USA",https://www.outback.com/
187,Il Capriccio,ChIJ5xzMLdCnw4kRFk-MyDV4stw,3.0,4.8,https://maps.google.com/?cid=15902905406591880982,"633 NJ-10, Whippany, NJ 07981, USA",http://www.ilcapriccio.com/
188,Classic Cafe Management Inc,ChIJkS2SUzEIw4kRPflvgep04Fg,,3.0,https://maps.google.com/?cid=6404247220663613757,"400 Interpace Pkwy, Parsippany, NJ 07054, USA",http://classiccafe.org/html/home.html
189,Applebee's Grill + Bar,ChIJj7QJJu0Hw4kR2le40uoUYok,2.0,4.1,https://maps.google.com/?cid=9899497929703970778,"1057 US-46, Parsippany, NJ 07054, USA",https://restaurants.applebees.com/en-us/nj/parsippany/1057-route-46-east-93023?utm_source=googlemybusiness&utm_medium=referral&utm_campaign=Google%20My%20Business
190,Casa Bella,ChIJl_hUu7sJw4kRR_KwUyifn_g,2.0,4.5,https://maps.google.com/?cid=17915212838254735943,"300 US-46, Denville, NJ 07834, USA",http://casabella46.com/
191,LongHorn Steakhouse,ChIJi6VtvpAHw4kR3ITCMQzyvsk,2.0,4.4,https://maps.google.com/?cid=14537322781386900700,"690 US-46, Parsippany-Troy Hills, NJ 07054, USA",https://www.longhornsteakhouse.com/locations/nj/parsippany/parsippany/5162?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_dt:20190131_sn:gmb_gt:parsippany-nj-5162_pl:locurl_rd:1122
192,Subway,ChIJievJBCEGw4kRZYZTC17n0Ow,1.0,3.3,https://maps.google.com/?cid=17064393379209774693,"300 Wootton St, Boonton, NJ 07005, USA",https://order.subway.com/en-us/restaurant/35346/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=35346&utm_campaign=evergreen-2020&y_source=1_MTQ5MTYyOTQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
193,Arthur's Tavern,ChIJLYzYcCGnw4kRBVJEECwKSTY,2.0,4.5,https://maps.google.com/?cid=3911668935715738117,"700 Speedwell Ave, Morris Plains, NJ 07950, USA",http://www.arthurstavern.com/
194,Reservoir Tavern,ChIJQ3G7f34Iw4kR_AlFPbjV3GI,2.0,4.5,https://maps.google.com/?cid=7123803697871915516,"92 Parsippany Blvd, Boonton, NJ 07005, USA",http://www.therestavern.com/
195,Eccola,ChIJ61Anqu0Hw4kRIYBKLpH9gEE,2.0,4.5,https://maps.google.com/?cid=4720051209472999457,"1082 US-46, Parsippany, NJ 07054, USA",http://www.eccolarestaurantnj.com/
196,Cinnamon,ChIJ8UdTNlGnw4kRfDz6N0jepj0,2.0,4.2,https://maps.google.com/?cid=4442482484205730940,"2920 NJ-10, Morris Plains, NJ 07950, USA",http://www.cinnamonindianrestaurant.com/
197,Thatcher McGhee's Denville,ChIJud_J3pcJw4kRKAy-RBsmx4w,2.0,4.4,https://maps.google.com/?cid=10144118584234609704,"53 Broadway, Denville, NJ 07834, USA",http://www.thatchermcghees.com/denville
198,Sogo Hibachi Grill,ChIJrSeQf7wJw4kRSy7PUaJ9Qd0,2.0,4.3,https://maps.google.com/?cid=15943162291978972747,"2730 248, US-46, Denville, NJ 07834, USA",http://www.sogo.cc/
199,Don Pepe II,ChIJ33sWp24Hw4kRr0FMmGGhxp4,2.0,4.5,https://maps.google.com/?cid=11441009343920357807,"21 Bloomfield Ave, Pine Brook, NJ 07058, USA",http://donpepeii.com/home/
200,Locanda Vecchia,ChIJ2SDsZ2wGw4kRO2TjtkyosS4,3.0,4.3,https://maps.google.com/?cid=3364655444061807675,"167 Main Rd, Montville, NJ 07045, USA",http://locandavecchia.com/
201,Subway,ChIJFbKzLR8Iw4kRORaU0tsqtj4,1.0,4.0,https://maps.google.com/?cid=4518846399731996217,"105 Parsippany Rd, Parsippany-Troy Hills, NJ 07054, USA",https://order.subway.com/en-us/restaurant/25827/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=25827&utm_campaign=evergreen-2020&y_source=1_MTQ5MDkyMTktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
202,Sharky's West,ChIJ62yyZJsIw4kRD8SpBwE3QZU,2.0,4.2,https://maps.google.com/?cid=10754937862700516367,"108 Boonton Ave, Boonton, NJ 07005, USA",http://www.sharkyswingsnj.com/
203,China Pavilion,ChIJAQCyLZUJw4kR2QeEt7frt3A,,4.1,https://maps.google.com/?cid=8122219627276404697,"276 E Main St, Denville, NJ 07834, USA",https://www.chinapaviliononline.com/
204,Nikko,ChIJT4Tq4senw4kRNckMkAOjrWg,2.0,4.5,https://maps.google.com/?cid=7542864186612435253,"881 Route 10 East, Whippany, NJ 07981, USA",http://www.nikkonj.com/
205,Veggie Heaven,ChIJRXUIcb0Jw4kR9ltuQgxqTEQ,2.0,4.6,https://maps.google.com/?cid=4921425093695790070,"57 Bloomfield Ave, Denville, NJ 07834, USA",http://www.veggieheavennj.com/
206,Marakesh Restaurant,ChIJadLF2XcHw4kR4zX4en4cBIE,2.0,4.4,https://maps.google.com/?cid=9296586860354090467,"321 US-46, Parsippany, NJ 07054, USA",http://www.marakesh.com/
207,Spice Grill,ChIJr8mlBD4Iw4kRTdbmeYFavYY,2.0,4.1,https://maps.google.com/?cid=9709015883823109709,"111 US-46, Parsippany-Troy Hills, NJ 07054, USA",https://spicegrillparsippany.com/
208,Luigi's Italian Restaurant & Bar,ChIJcQ7hu0qow4kRvf6ZBtUQbwM,2.0,4.6,https://maps.google.com/?cid=247435011653500605,"434 Ridgedale Ave, East Hanover, NJ 07936, USA",http://www.luigisrestaurantnj.com/
209,Domino's Pizza,ChIJqf47DxoIw4kRmbUq7sFanH0,1.0,2.5,https://maps.google.com/?cid=9051209140078818713,"199 Littleton Rd, Parsippany-Troy Hills, NJ 07054, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
210,Hunan Taste Chinese Restaurant,ChIJx82fbb0Jw4kR5ynQTN4hLiw,2.0,4.6,https://maps.google.com/?cid=3183519225252686311,"67 Bloomfield Ave, Denville, NJ 07834, USA",http://hunantaste.com/
211,KHAN MARKET,ChIJxzPcOncHw4kReO-mprRMZ0M,,3.8,https://maps.google.com/?cid=4856935061916151672,"142 US-46, Parsippany-Troy Hills, NJ 07054, USA",
212,Classic Cafe Management,ChIJZRdjDXinw4kRPoaexNCO7zg,,3.3,https://maps.google.com/?cid=4102654812860876350,"6 Century Dr, Parsippany, NJ 07054, USA",http://classiccafe.org/html/home.html
213,Anthony & Sons Bakery,ChIJPfuOwMAJw4kR34FzmKPrFKg,2.0,4.5,https://maps.google.com/?cid=12111564385776009695,"20 Luger Rd, Denville, NJ 07834, USA",http://anthonyandsonsbakerynj.com/
214,Don Pepe Steakhouse,ChIJ-5iPQUEHw4kRgicGgpOu98M,2.0,4.4,https://maps.google.com/?cid=14120947105208346498,"58 West, US-46, Pine Brook, NJ 07058, USA",http://www.donpepesteakhouse.com/
215,Gourmet Cafe,ChIJdb-Q2eQHw4kRyJMEJWvsRCk,2.0,4.7,https://maps.google.com/?cid=2973761598898082760,"136 Baldwin Rd, Parsippany-Troy Hills, NJ 07054, USA",http://www.gourmetcafenj.com/
216,il Michelangelo Italian Restaurant,ChIJS_FnhJIIw4kRXcWtOckCqyM,3.0,4.7,https://maps.google.com/?cid=2570151075624371549,"91 Elcock Ave, Boonton, NJ 07005, USA",http://www.ilmichelangelo.com/
217,Brookside Diner & Restaurant,ChIJS-rqvM-nw4kRS7RIJZlA3qs,1.0,4.3,https://maps.google.com/?cid=12384407051815138379,"699 NJ-10, Whippany, NJ 07981, USA",http://www.brooksidediner.com/
218,Verde Ristorante,ChIJmV1dON8Jw4kRM2Qaat3XdIo,2.0,4.5,https://maps.google.com/?cid=9976836420500350003,"1012 Tabor Rd, Morris Plains, NJ 07950, USA",http://verderistorante.com/
219,Mintea Sushi Asian Bistro,ChIJKzSwO6unw4kRFnzioOkQpMY,2.0,4.6,https://maps.google.com/?cid=14313584111302900758,"99 Ridgedale Ave, Cedar Knolls, NJ 07927, USA",https://www.minteacedarknolls.com/
220,Jersey Mike's Subs,ChIJ63FrQgEIw4kR9sITj2iHsK8,1.0,4.4,https://maps.google.com/?cid=12659767435685249782,"317 Smith Rd, Parsippany-Troy Hills, NJ 07054, USA",https://www.jerseymikes.com/1030
221,Keo Ku Restaurant,ChIJT7PApHcHw4kRQsi9e25byHo,2.0,4.5,https://maps.google.com/?cid=8847421998049904706,"245 US-46, Parsippany-Troy Hills, NJ 07054, USA",https://koreanbbqnewjersey.com/index.php
222,Kabab Paradise,ChIJIaKw47cHw4kRyL6CmTKFowU,1.0,4.5,https://maps.google.com/?cid=406314843763818184,"76 N Beverwyck Rd # 2, Lake Hiawatha, NJ 07034, USA",http://kababparadise.com/
223,Don Jose Mexican Restaurant East Hanover NJ,ChIJy534e_aow4kRd86HxUvt4gA,2.0,4.2,https://maps.google.com/?cid=63874254428950135,"200 NJ-10 #7, East Hanover, NJ 07936, USA",http://www.donjosemexican.com/
224,Wendy's,ChIJz-d8jHKnw4kRP2ea64bKV6o,1.0,4.0,https://maps.google.com/?cid=12274501990248769343,"1860 NJ-10, Parsippany-Troy Hills, NJ 07054, USA",https://locations.wendys.com/united-states/nj/parsippany/1860-route-10?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US
225,Trattoria Toscana,ChIJ_Y3KAtGnw4kRBDRdptFyIl4,2.0,4.5,https://maps.google.com/?cid=6783110233538245636,"554 NJ-10, Whippany, NJ 07981, USA",http://trattoriatoscanawhippany.com/
226,IHOP,ChIJj4DwA5EHw4kRXwc-SjN1Vzg,1.0,4.3,https://maps.google.com/?cid=4059842452247152479,"792 US-46, Parsippany-Troy Hills, NJ 07054, USA",https://restaurants.ihop.com/en-us/nj/parsippany/breakfast-792-route-46-4685?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
227,Dunkin',ChIJ644nfpEHw4kRESfcM5iImJI,1.0,4.1,https://maps.google.com/?cid=10563343113283970833,"820 US-46, Parsippany-Troy Hills, NJ 07054, USA",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=302337
228,La Cucina,ChIJ462p2QcJw4kR1rdphFaxtRU,2.0,4.5,https://maps.google.com/?cid=1564351430727940054,"278 Diamond Spring Rd, Denville, NJ 07834, USA",http://www.lacucina-denville.com/
229,Taco Bell,ChIJiT_tGOMHw4kRcczCMdvIj1Y,1.0,4.0,https://maps.google.com/?cid=6237424852689669233,"1560 US-46, Parsippany-Troy Hills, NJ 07054, USA",https://locations.tacobell.com/nj/parsippany/1560-route-46.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=028939&utm_content=website&y_source=1_NjE0NjA3MS03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D
