,restaurant_name,place_id,price_level,restaurant_rating,google_maps_url,address,restaurant_website
230,Sakura Hibachi Steak House,ChIJPXce45IHw4kRrigGzq8USWg,2.0,4.3,https://maps.google.com/?cid=7514560198552725678,"949 US-46, Parsippany-Troy Hills, NJ 07054, USA",http://www.sakuranj.com/
231,The Godfather Brick Oven Pizzeria,ChIJy534e_aow4kRyjEZkdK4lV8,2.0,4.2,https://maps.google.com/?cid=6887614419650032074,"200 NJ-10 #3, East Hanover, NJ 07936, USA",http://www.godfatherofeasthanover.com/
232,Pasquale's,ChIJ6dwwLJ0Iw4kRzikiiABd5Xw,1.0,4.4,https://maps.google.com/?cid=8999701687235127758,"307 Main St #1, Boonton, NJ 07005, USA",http://pasqualesboonton.com/
233,Cafe metro,ChIJc1toB5gJw4kR-vLeqQHafMU,2.0,4.4,https://maps.google.com/?cid=14230488623263707898,"Diamond Spring Rd, Denville, NJ 07834, USA",http://www.thecafemetro.com/
234,Ravello,ChIJWTez38Gpw4kRWHAv76CB4Ws,,4.5,https://maps.google.com/?cid=7773636960025800792,"138 Eagle Rock Ave, East Hanover, NJ 07936, USA",http://www.ravellobanquets.com/
235,Paul's Family Diner,ChIJZ4PMHrcJw4kROK2IDK_cIZ0,1.0,4.3,https://maps.google.com/?cid=11322573582573808952,"320 US-46, Mountain Lakes, NJ 07046, USA",http://www.paulsfamilydiner.com/
236,Grato,ChIJ7Zi6rUKnw4kRXEH5585vx4Q,2.0,4.3,https://maps.google.com/?cid=9567738867817726300,"2230 NJ-10, Morris Plains, NJ 07950, USA",http://www.gratorestaurant.com/
237,Panda Wok,ChIJUw0Pqh8Iw4kRHxYtTnAK3zg,1.0,3.9,https://maps.google.com/?cid=4098005663394633247,"184 Parsippany Rd, Parsippany-Troy Hills, NJ 07054, USA",https://pandawokparsippany.com/
238,Molly Malone's,ChIJiz9JFtanw4kRIC5eMvyZSOc,2.0,4.2,https://maps.google.com/?cid=16665739729540361760,"352 NJ-10, Whippany, NJ 07981, USA",http://www.mollymaloneswhippany.com/
239,Red Barn Restaurant,ChIJzVnD84cGw4kReYeF0TZXCss,1.0,4.6,https://maps.google.com/?cid=14630602232421517177,"446 Main Rd #5, Towaco, NJ 07082, USA",http://www.redbarnchicks.com/
240,"The Madison Hotel Morristown, NJ",ChIJHftI9talw4kRmWCxey2gEQk,,4.4,https://maps.google.com/?cid=653479538154627225,"1 Convent Rd, Morristown, NJ 07960, USA",http://www.themadisonhotel.com/
241,The Grand Summit Hotel,ChIJz6uaNLGvw4kRuHXk1y6iMn0,,4.0,https://maps.google.com/?cid=9021451325650793912,"570 Springfield Ave, Summit, NJ 07901, USA",http://www.grandsummit.com/
242,The HAT Tavern,ChIJz6uaNLGvw4kRy1bDyXsNiFY,2.0,4.0,https://maps.google.com/?cid=6235248509411612363,"570 Springfield Ave, Summit, NJ 07901, USA",http://www.hattavern.com/
243,Rod's Steak & Seafood Grille,ChIJHftI9talw4kRrc8OXSci0MY,3.0,4.4,https://maps.google.com/?cid=14325987967125868461,"1 Convent Rd, Morristown, NJ 07960, USA",http://www.rodssteak.com/
244,Roots Steakhouse,ChIJBZF7rbKvw4kRM476xpEtYeU,,4.6,https://maps.google.com/?cid=16528542211558247987,"401 Springfield Ave, Summit, NJ 07901, USA",http://www.rootssteakhouse.com/
245,Grasshopper off the Green,ChIJhU8Gqb2mw4kRlkMW6Mc5fo8,2.0,4.3,https://maps.google.com/?cid=10339765325244285846,"41-43 Morris St, Morristown, NJ 07960, USA",https://grasshoppermorristown.com/
246,Scalini Fedeli,ChIJa8mzRg6vw4kRf1jMjKnNUPs,3.0,4.6,https://maps.google.com/?cid=18109200229752133759,"63 Main St, Chatham, NJ 07928, USA",http://www.scalinifedeli.com/
247,Huntley Taverne,ChIJW8kVUkOuw4kRifm1POGg7a0,3.0,4.4,https://maps.google.com/?cid=12532850227288603017,"3 Morris Ave, Summit, NJ 07901, USA",http://www.thehuntleytaverne.com/
248,Bacci Brick Oven & Italian Grill,ChIJzaR8Hfivw4kRpfA7WYumgtU,1.0,4.3,https://maps.google.com/?cid=15385042394478801061,"1260 Springfield Ave, New Providence, NJ 07974, USA",
249,Benihana,ChIJ04HGrl-uw4kRa-3UFYi2-po,3.0,3.9,https://maps.google.com/?cid=11167438921616649579,"840 Morris Tpke, Short Hills, NJ 07078, USA",http://www.benihana.com/locations/shorthills-nj-sh
250,Sarku Japan,ChIJdUO9sCipw4kRq3GR69sYZAo,1.0,3.8,https://maps.google.com/?cid=748750770879426987,"112 Sunrise Hwy, Livingston, NJ 07039, USA",https://www.sarkujapan.com/
251,Blue Morel Restaurant and Wine Bar,ChIJSdYqc4ymw4kRAQ_BSxCY5hs,3.0,4.3,https://maps.google.com/?cid=2010461479425347329,"2 Whippany Rd, Morristown, NJ 07960, USA",http://bluemorel.com/
252,The Famished Frog,ChIJlz_gbrumw4kRFcYTYBxz_8s,2.0,4.2,https://maps.google.com/?cid=14699594274468775445,"18 Washington St, Morristown, NJ 07960, USA",http://www.famishedfrog.com/
253,Legal Sea Foods,ChIJBxBOuRyvw4kRjrqGUcTJpRs,3.0,4.1,https://maps.google.com/?cid=1992220255199869582,"1200 Morris Turnpike, Route 24 & JFK Parkway The Mall at, Short Hills, NJ 07078, USA",https://www.legalseafoods.com/restaurants/short-hills-the-mall-at-short-hills-161
254,Gary's Wine & Marketplace,ChIJP0EOavOlw4kRB2fsQCuepQE,2.0,4.8,https://maps.google.com/?cid=118674873805203207,"121 Main St, Madison, NJ 07940, USA",http://www.garyswine.com/
255,Chipotle Mexican Grill,ChIJ7RPacvKlw4kRuZUwvoxCtx8,1.0,4.1,https://maps.google.com/?cid=2285368508167525817,"6 Main St, Madison, NJ 07940, USA",https://locations.chipotle.com/nj/madison/6-main-st?utm_source=google&utm_medium=yext&utm_campaign=yext_listings
256,Chipotle Mexican Grill,ChIJia24Hfyow4kRrMWypYFnNrs,1.0,4.1,https://maps.google.com/?cid=13490083540363298220,"368 NJ-10, East Hanover, NJ 07936, USA",https://locations.chipotle.com/nj/east-hanover/368-state-route-10?utm_source=google&utm_medium=yext&utm_campaign=yext_listings
257,Fiorino Ristorante & Bar,ChIJL_uxyrKvw4kRfijETYJJv1I,3.0,4.6,https://maps.google.com/?cid=5962565255661103230,"38 Maple St, Summit, NJ 07901, USA",http://fiorino.com/
258,Restaurant Serenade,ChIJuUxIbQ6vw4kRMduCGtTgO_g,3.0,4.6,https://maps.google.com/?cid=17887137546614528817,"6 Roosevelt Ave, Chatham, NJ 07928, USA",https://www.restaurantserenade.com/
259,Mehndi,ChIJu_SHnLymw4kRq6CKadh6KzE,3.0,4.1,https://maps.google.com/?cid=3543060601759244459,"3 Speedwell Ave, Morristown, NJ 07960, USA",http://www.mehndimorristown.com/
260,Broadway Diner,ChIJzSWC3wmvw4kRQQlhAYEJsrI,1.0,4.1,https://maps.google.com/?cid=12876364734284237121,"55 River Rd, Summit, NJ 07901, USA",http://www.broadwaydinersummit.com/
261,L'Allegria,ChIJ4UWRPPOlw4kREva2ddbIL2Y,3.0,4.5,https://maps.google.com/?cid=7363324739197531666,"11 Prospect St, Madison, NJ 07940, USA",http://lallegria.com/
262,Shanghai Jazz Restaurant & Bar,ChIJt7UGb_Klw4kR6Z1O5YV7ZG8,2.0,4.6,https://maps.google.com/?cid=8026676250889068009,"24 Main St, Madison, NJ 07940, USA",http://www.shanghaijazz.com/
263,Marco Polo Restaurant & Tavern,ChIJdSiRkqavw4kRI0Zqujyg-hg,2.0,4.3,https://maps.google.com/?cid=1799927183773943331,"527 Morris Ave, Summit, NJ 07901, USA",http://www.marcopolonj.com/
264,Ming II Restaurant,ChIJe5ajBLymw4kRnylC-ePCnek,2.0,4.2,https://maps.google.com/?cid=16833825266576009631,"3 Speedwell Ave, Morristown, NJ 07960, USA",http://www.ming2morristown.com/
265,Panevino Ristorante,ChIJ5ZCzkgKpw4kRV05rIboFeLA,2.0,4.2,https://maps.google.com/?cid=12715919844863331927,"637 W Mt Pleasant Ave, Livingston, NJ 07039, USA",https://www.patinagroup.com/panevino-ristorante
266,Panera Bread,ChIJfWpUQ6Oow4kRVbGGHFPtvJY,2.0,4.0,https://maps.google.com/?cid=10861817342527451477,"187 Columbia Turnpike, Florham Park, NJ 07932, USA",https://locations.panerabread.com/nj/florham-park/187-columbia-turnpike.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
267,Winberie's Restaurant & Bar,ChIJLZyS9LKvw4kRxBWhBwFCEqo,2.0,4.3,https://maps.google.com/?cid=12254930108218938820,"2 Kent Pl Blvd, Summit, NJ 07901, USA",http://summit.winberies.com/
268,Starbucks,ChIJ8acnyLyow4kRb_wrTFHmEZM,2.0,4.3,https://maps.google.com/?cid=10597504635024178287,"184 Columbia Turnpike, Florham Park, NJ 07932, USA",https://www.starbucks.com/store-locator/store/11693/
269,George & Martha's American Grille,ChIJubJboL2mw4kRcMNZZ2OuftQ,2.0,4.1,https://maps.google.com/?cid=15311867525065196400,"67-71 Morris St, Morristown, NJ 07960, USA",https://www.georgeandmarthas.com/?y_source=1_MzQwMzA2OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
270,Il Capriccio,ChIJ5xzMLdCnw4kRFk-MyDV4stw,3.0,4.8,https://maps.google.com/?cid=15902905406591880982,"633 NJ-10, Whippany, NJ 07981, USA",http://www.ilcapriccio.com/
271,The Cheesecake Factory,ChIJBxBOuRyvw4kRKetUb6GKLhY,2.0,4.0,https://maps.google.com/?cid=1598367343725308713,"1200 Morris Tpke, Short Hills, NJ 07078, USA",https://locations.thecheesecakefactory.com/nj/short-hills-154.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
272,Don Jose Mexican Restaurant East Hanover NJ,ChIJy534e_aow4kRd86HxUvt4gA,2.0,4.2,https://maps.google.com/?cid=63874254428950135,"200 NJ-10 #7, East Hanover, NJ 07936, USA",http://www.donjosemexican.com/
273,Starbucks,ChIJwSZOOU2uw4kRovEizXSpPSc,2.0,4.1,https://maps.google.com/?cid=2827602460181459362,"2 Beechwood Rd, Summit, NJ 07901, USA",https://www.starbucks.com/store-locator/store/13473/
274,Office Tavern Grill,ChIJX4XIMU2uw4kRxWiBJjg-yT0,2.0,4.2,https://maps.google.com/?cid=4452158117517551813,"61 Union Pl, Summit, NJ 07901, USA",https://www.officetaverngrill.com/?utm_source=Yext&utm_medium=Local&utm_campaign=Website&y_source=1_MzQwMzA1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
275,Marie's Italian Specialties,ChIJV98TTqKlw4kRd0LKyluNOkM,,4.3,https://maps.google.com/?cid=4844339774574183031,"641 Shunpike Rd, Chatham Township, NJ 07928, USA",http://www.mariesdeli.com/
276,SM23,ChIJe5ajBLymw4kRefpKO4iLTWw,,4.5,https://maps.google.com/?cid=7804047146529520249,"3 Speedwell Ave, Morristown, NJ 07960, USA",http://www.sm23morristown.com/
277,Village Food Garden,ChIJuctf_lqpw4kR3t5VAam4nCQ,,4.5,https://maps.google.com/?cid=2638186517743656670,"483 S Livingston Ave, Livingston, NJ 07039, USA",http://www.villagefoodgarden.com/
278,Starbucks,ChIJS512A2Svw4kR4cLmoh3F66s,2.0,4.1,https://maps.google.com/?cid=12388211931090436833,"309 Main St, Madison, NJ 07940, USA",https://www.starbucks.com/
279,Subway,ChIJz29K4fevw4kRMFAta1B0890,1.0,4.1,https://maps.google.com/?cid=15993254590467100720,"1269 B Springfield Ave, New Providence, NJ 07974, USA",https://order.subway.com/en-us/restaurant/29876/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=29876&utm_campaign=evergreen-2020&y_source=1_MTQ5MDIyMTktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
280,The Thirsty Turtle,ChIJKYiqTKOow4kR0-cwSJSSaJo,2.0,4.4,https://maps.google.com/?cid=11126304044982790099,"186 Columbia Turnpike, Florham Park, NJ 07932, USA",http://www.thirstyturtle.com/
281,Nicky’s Firehouse Italian Restaurant & Pizzeria,ChIJUdEMVvKlw4kRJtbuAf9CMLA,2.0,4.3,https://maps.google.com/?cid=12695721012573951526,"15 Central Ave, Madison, NJ 07940, USA",http://www.nickysfirehouse.com/
282,The Godfather Brick Oven Pizzeria,ChIJy534e_aow4kRyjEZkdK4lV8,2.0,4.2,https://maps.google.com/?cid=6887614419650032074,"200 NJ-10 #3, East Hanover, NJ 07936, USA",http://www.godfatherofeasthanover.com/
283,Il Mondo Vecchio,ChIJbXFncvKlw4kR0tJ0Ut7Qtng,3.0,4.4,https://maps.google.com/?cid=8698369383597396690,"72 Main St #1, Madison, NJ 07940, USA",http://www.ilmondovecchio.com/
284,Nero's Grille,ChIJ6ZeZb0-pw4kR203QnoJ5WKw,2.0,4.2,https://maps.google.com/?cid=12418809574391303643,"618 S Livingston Ave, Livingston, NJ 07039, USA",http://www.neros.com/
285,Sushi Lounge,ChIJgy1Bbrumw4kRJxxxr4fYlJ8,2.0,4.2,https://maps.google.com/?cid=11499053825859329063,"12 Schuyler Pl, Morristown, NJ 07960, USA",https://www.sushiloungenj.com/
286,Starbucks,ChIJd3hFjaKlw4kRf94x4uT6De4,2.0,4.0,https://maps.google.com/?cid=17153642416678493823,"640 Shunpike Rd, Chatham, NJ 07928, USA",https://www.starbucks.com/store-locator/store/1005610/
287,La Focaccia,ChIJccxljqavw4kREqqUyMwG5u0,3.0,4.6,https://maps.google.com/?cid=17142396508240652818,"523 Morris Ave, Summit, NJ 07901, USA",http://www.lafocaccianj.com/
288,Calabria Restaurant Bar & Pizzeria,ChIJiV0uhk-pw4kR61Mr_Me19bc,2.0,4.2,https://maps.google.com/?cid=13255700948768740331,"588 S Livingston Ave, Livingston, NJ 07039, USA",https://calabrianj.com/
289,China Chalet,ChIJwfUwyLyow4kRjNf0VIA83H0,2.0,4.3,https://maps.google.com/?cid=9069190271496148876,"184 Columbia Turnpike, Florham Park, NJ 07932, USA",http://chinachaletnj.com/
290,Dunkin',ChIJV98TTqKlw4kRw8iiGY1MVsE,1.0,4.2,https://maps.google.com/?cid=13931406666221406403,"641 Shunpike Rd, Chatham Township, NJ 07928, USA",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=348952
291,Begum Palace Indian Cuisine (Takeouts & Delivery Only Through Our Website),ChIJoatDqmavw4kRxdNuVRIQ1hE,2.0,4.7,https://maps.google.com/?cid=1285232414589637573,"300 Main St, Madison, NJ 07940, USA",http://www.begumindiancuisine.com/
292,Rocco's Tuscany Bar and Grill,ChIJY7AgO_Klw4kROqeKhjmkpyc,2.0,4.3,https://maps.google.com/?cid=2857433055567193914,"30 Cook Ave, Madison, NJ 07940, USA",http://www.roccosmadison.com/
293,La Pastaria,ChIJ35BOh02uw4kR92xQ5pVinZY,2.0,4.3,https://maps.google.com/?cid=10852939072986442999,"327 Springfield Ave, Summit, NJ 07901, USA",http://www.lapastaria.com/
294,A Taste of Asia,ChIJRxKQtXKvw4kRwXRw6nvtx6Q,2.0,4.5,https://maps.google.com/?cid=11873720059055600833,"245 Main St, Chatham, NJ 07928, USA",http://www.atasteofasianj.com/index.htm
295,Prestige Diner & Restaurant,ChIJfW6x9Felw4kRodzL2SZtCwY,2.0,4.3,https://maps.google.com/?cid=435561802601585825,"1318 Springfield Ave, New Providence, NJ 07974, USA",http://www.prestigediner.com/
296,Roots Steakhouse,ChIJvcErY7umw4kRehfbJzWbkHk,4.0,4.4,https://maps.google.com/?cid=8759671927839856506,"40 W Park Pl, Morristown, NJ 07960, USA",http://www.rootssteakhouse.com/
297,Romanelli's Pizza & Italian Eatery,ChIJq0XeJvOlw4kRm_GNJ1xrcb0,1.0,4.2,https://maps.google.com/?cid=13650809989081461147,"42 Lincoln Pl, Madison, NJ 07940, USA",https://www.romanellispizza.com/
298,Origin Thai 2,ChIJVW-Clbymw4kRDT44ByxGa7I,2.0,4.2,https://maps.google.com/?cid=12856446716172844557,"10 South St, Morristown, NJ 07960, USA",http://www.originthai2.com/
299,End of Elm,ChIJo1-fVZamw4kRjmEKlZstyrQ,2.0,4.4,https://maps.google.com/?cid=13027275018366247310,"140 Morris St, Morristown, NJ 07960, USA",http://endofelm.com/
300,The Stanhope House,ChIJ2bTNVhh2w4kRwzV1dZvAQn0,2.0,3.6,https://maps.google.com/?cid=9025988377126974915,"45 Main St, Stanhope, NJ 07874, USA",http://www.stanhopehousenj.com/
301,LongHorn Steakhouse,ChIJczqlV-ydw4kRFvGHI2-6EP4,2.0,4.5,https://maps.google.com/?cid=18307337471761314070,"50 International Dr S Ste J, Flanders, NJ 07836, USA",https://www.longhornsteakhouse.com/locations/nj/flanders/flanders-mt-olive/5192?cmpid=br:lh_ag:ie_ch:loc_ca:LHGMB_dt:20190131_sn:gmb_gt:flanders-nj-5192_pl:locurl_rd:1149
302,Lung Yung Restaurant,ChIJByi2kDaew4kRcd1uc-85niA,2.0,4.5,https://maps.google.com/?cid=2350379756130590065,"275-50 NJ-10, Succasunna, NJ 07876, USA",http://lungyungrestaurant.com/
303,Cinders Wood Fire Grill,ChIJbe-r8uKfw4kRTZ4lQlwCA0M,3.0,4.2,https://maps.google.com/?cid=4828705820741312077,"319 US-46, Mine Hill Township, NJ 07803, USA",http://www.cinderswoodfiregrill.com/
304,Black Forest Inn,ChIJS4JC-0Z2w4kR4APyqXvO7e4,3.0,4.5,https://maps.google.com/?cid=17216643981034783712,"249 US-206, Stanhope, NJ 07874, USA",http://www.blackforestinn.com/
305,Cracker Barrel Old Country Store,ChIJva5afnR1w4kRE-bnB4a7_Vc,2.0,4.3,https://maps.google.com/?cid=6340430034740176403,"172 Howard Blvd, Mt Arlington, NJ 07856, USA",https://locations.crackerbarrel.com/nj/mount-arlington/406/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
306,Black River Barn,ChIJcRSR_7ifw4kRbxudvlPP33Q,2.0,4.3,https://maps.google.com/?cid=8421677786793319279,"1178 Route 10, West St, Randolph, NJ 07869, USA",http://www.blackriverbarn.com/
307,Pub 199,ChIJ_w1-qAl1w4kR0ElVLZisxFM,2.0,4.2,https://maps.google.com/?cid=6036139170178877904,"199 Howard Blvd, Mt Arlington, NJ 07856, USA",https://pub199nj.com/
308,La Strada Ristorante,ChIJDUZCTLyfw4kR0Ts2H9sDYbs,2.0,4.6,https://maps.google.com/?cid=13502077397489826769,"1105 NJ-10, Randolph, NJ 07869, USA",https://www.lastradarestaurantrandolph.com/
309,Subway,ChIJbXs92JGdw4kRWkx-kSAIIAk,1.0,4.1,https://maps.google.com/?cid=657534481569041498,"61 International Dr Space A-5, Budd Lake, NJ 07828, USA",https://order.subway.com/en-us/restaurant/24483/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=24483&utm_campaign=evergreen-2020&y_source=1_MTQ5MDkzODItNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
310,Pavinci Italian Grill,ChIJDe-ofUR0w4kR-7kqeF5kbxY,2.0,4.1,https://maps.google.com/?cid=1616621148155066875,"453 River Styx Rd, Hopatcong, NJ 07843, USA",http://pavinci.com/
311,Circle Bowl & Entertainment,ChIJPc6IfC6ew4kR7AAPCsXrwlA,,4.5,https://maps.google.com/?cid=5819472900025942252,"1107 Route 46 W, Ledgewood, NJ 07852, USA",http://circlebowlnj.com/
312,Forte Pizzeria,ChIJfyfr8Wygw4kRA8Eu1K9a374,2.0,4.4,https://maps.google.com/?cid=13753811498238394627,"486 NJ-10, Randolph, NJ 07869, USA",http://www.fortepizzeria.com/
313,Red Lobster,ChIJ7xNUQDCew4kRby35lL1veZo,2.0,4.2,https://maps.google.com/?cid=11131050814061751663,"303 NJ-10, Roxbury Township, NJ 07852, USA",https://www.redlobster.com/locations/list/nj/ledgewood/303-route-10-roxbury-township
314,Muldoon's,ChIJV8P7WCCew4kRkLlDSa16Xio,2.0,4.3,https://maps.google.com/?cid=3053012482080881040,"1447 US-46, Ledgewood, NJ 07852, USA",http://www.muldoonsirishpub.com/
315,Bell's Mansion,ChIJNSU5oxl2w4kRuG6F3yLZ6Cc,2.0,4.4,https://maps.google.com/?cid=2875787105878240952,"11 Main St, Stanhope, NJ 07874, USA",http://www.bellsmansion.com/
316,The Clay Oven,ChIJZZsyki-ew4kRiB2omTgFmBQ,2.0,4.4,https://maps.google.com/?cid=1483941817872817544,"1140 US-46, Ledgewood, NJ 07852, USA",http://www.theclayoven.com/
317,Jefferson House,ChIJXVw9PpJ0w4kRsnh9uaF7N78,2.0,3.6,https://maps.google.com/?cid=13778617519495280818,"139 Nolans Point Rd, Lake Hopatcong, NJ 07849, USA",http://www.jefferson-house.com/
318,Taco Bell,ChIJ_46pjTOew4kRvO55LTQ4uDA,1.0,4.2,https://maps.google.com/?cid=3510617706287722172,"268 NJ-10, Succasunna, NJ 07876, USA",https://locations.tacobell.com/nj/succasunna/268-route-10.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=028938&utm_content=website&y_source=1_NjE0NDY5My03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D
319,Subway,ChIJAwMm4-UKw4kRlqC_dCxPzUI,1.0,2.0,https://maps.google.com/?cid=4813590629084799126,"220 Enterprise Dr, Rockaway, NJ 07866, USA",https://order.subway.com/en-us/restaurant/33969/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=33969&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU4NzgtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
320,White Castle,ChIJwX6rxS2ew4kRXl9rzrYVmog,1.0,4.1,https://maps.google.com/?cid=9843203810463014750,"1113 US-46, Ledgewood, NJ 07852, USA",http://www.whitecastle.com/
321,Subway,ChIJDX72ShOgw4kRLPA4fYT9Wjs,1.0,3.9,https://maps.google.com/?cid=4277009541620101164,"148 Center Grove Rd, Randolph, NJ 07869, USA",https://order.subway.com/en-us/restaurant/46636/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=46636&utm_campaign=evergreen-2020&y_source=1_MTQ5MDk4MjQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
322,Wendy's,ChIJczqlV-ydw4kR96DRWyHWT1A,1.0,3.8,https://maps.google.com/?cid=5787079484957106423,"50 International Dr S Suite G, Flanders, NJ 07836, USA",https://locations.wendys.com/united-states/nj/flanders/50-international-drive-south?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_US
323,The Quiet Man Pub/Restaurant,ChIJoeLjXo4Kw4kR8tGS2GzB-Ok,2.0,4.7,https://maps.google.com/?cid=16859437878295581170,"64 E McFarlan St, Dover, NJ 07801, USA",http://www.quietmanpub.com/
324,Don Jose Mexican Restaurant,ChIJ89aaqIqdw4kRNGI_0waicfs,2.0,4.4,https://maps.google.com/?cid=18118440926085866036,"124 US-46, Netcong, NJ 07857, USA",http://www.donjosemexican.com/
325,Carmine's Pizza,ChIJU8PU5R52w4kR_mIy634HwNA,2.0,4.5,https://maps.google.com/?cid=15042030997110678270,"75 Main St, Netcong, NJ 07857, USA",http://www.carminespizzanetcong.com/
326,Randolph Diner,ChIJH7kOUxOgw4kRDM_So1R6RU0,2.0,4.2,https://maps.google.com/?cid=5567991018257829644,"517 NJ-10 E, Randolph, NJ 07869, USA",https://www.therandolphdiner.com/
327,Townsquare Diner,ChIJYaVpPegKw4kRWSoEMZaNh3o,2.0,4.2,https://maps.google.com/?cid=8829181270690114137,"320 NJ-15, Wharton, NJ 07885, USA",http://townsquare-diner.com/
328,Domino's Pizza,ChIJUxmUvZ-dw4kRoHiIE5uBqP4,1.0,3.4,https://maps.google.com/?cid=18350059184768710816,"141 US-46, Budd Lake, NJ 07828, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
329,Cafe Fiori,ChIJI6a-Y2ygw4kRV1aARXv7hyk,2.0,4.5,https://maps.google.com/?cid=2992636984276571735,"477 NJ-10 STE 15, Randolph, NJ 07869, USA",
330,The After Char-Broil Grill & Ice Cream,ChIJBQz3ojGcw4kRVedVn97dfDY,1.0,4.4,https://maps.google.com/?cid=3926256923385915221,"195 US-206, Flanders, NJ 07836, USA",http://www.theaftergrill.com/
331,QuickChek,ChIJBWi5qcl1w4kRvBc1s5CTY8E,,3.4,https://maps.google.com/?cid=13935143921705621436,"40 Lakeside Blvd, Hopatcong, NJ 07843, USA",http://quickchek.com/
332,Sals Pizza & Restaurant,ChIJT11i3sF1w4kRw3rXup6EvHk,1.0,4.2,https://maps.google.com/?cid=8772031991485266627,"175 Lakeside Blvd #7, Landing, NJ 07850, USA",
333,Charlotte's Web Inn,ChIJ3_iX-JAKw4kRavc3Gc7FeMI,2.0,4.5,https://maps.google.com/?cid=14013167729540331370,"39 W Clinton St, Dover, NJ 07801, USA",http://www.charlotteswebinn.com/
334,IHOP,ChIJp3rw49Ofw4kRRwZ3Tfssq90,1.0,4.3,https://maps.google.com/?cid=15972909961247655495,"810 US-46, Kenvil, NJ 07847, USA",https://restaurants.ihop.com/en-us/nj/kenvil/breakfast-810-us-hwy-46-4779?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places
335,KFC,ChIJn96Msi-ew4kRCC_iGwLTTEk,1.0,3.5,https://maps.google.com/?cid=5281828469009952520,"1110 US-46, Ledgewood, NJ 07852, USA",https://locations.kfc.com/nj/ledgewood/1110-route-46
336,Domino's Pizza,ChIJXTRpfC6ew4kR_sRFEdg6tV8,1.0,3.4,https://maps.google.com/?cid=6896483104064914686,"1009 US-46, Ledgewood, NJ 07852, USA",https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
337,The Pizza Pub,ChIJIfvp2zyfw4kRhD_XIS8m3gA,2.0,4.5,https://maps.google.com/?cid=62529428702838660,"395 Dover Chester Rd, Ironia, NJ 07845, USA",http://pizzapubrestaurant.com/
338,L and L Deli & Liquor Store,ChIJW5WYQFV1w4kRk-s_Nqdcefo,,4.7,https://maps.google.com/?cid=18048558854903425939,"264 US-46, Mine Hill Township, NJ 07803, USA",http://www.landldelinj.com/
339,Dunkin',ChIJjcPlLT-cw4kRXQeoM0HuV8k,1.0,4.2,https://maps.google.com/?cid=14508326688404277085,"114 State Hwy Route 206 In Exxon Gas Station, Mt Olive, NJ 07836, USA",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=340801
340,Bryans Luncheonette,ChIJAcGqA7afw4kRMgNyf8jadCw,1.0,4.7,https://maps.google.com/?cid=3203425789633758002,"42 Main St, Succasunna, NJ 07876, USA",http://bryansluncheonette.com/
341,Lucky House,ChIJk52QTHhzw4kRnlChw6xXN3A,,3.6,https://maps.google.com/?cid=8086028055495135390,"Hopatchung Rd, Hopatcong, NJ 07843, USA",https://m.facebook.com/pages/Lucky-House/1018488794837387
342,Outback Steakhouse,ChIJM1ZrZC6ew4kRR1aQd_5r7hI,2.0,4.2,https://maps.google.com/?cid=1364146477811652167,"1070 US-46, Ledgewood, NJ 07852, USA",https://www.outback.com/
343,Iron Hills Tavern,ChIJpaVyXyCew4kRVv1m4dxXTEw,2.0,4.3,https://maps.google.com/?cid=5497865851298577750,"1447 US-46, Ledgewood, NJ 07852, USA",
344,bp,ChIJtfxcUvV1w4kRYJEbgDLaIGg,,3.5,https://maps.google.com/?cid=7503236889631756640,"1551 Ledgewood Road, US-46, Ledgewood, NJ 07852, USA",https://map.bp.com/en-US/US/gas-station/ledgewood/bp/72247248915510785200100000000000
